,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta days
6831,199.99,18.65,940,1,5,,13.0
6832,19.9,15.1,237,3,5,,25.0
6833,20.0,7.39,434,8,5,,3.0
6834,39.9,13.37,414,1,5,,3.0
6835,149.99,12.25,629,1,3,entrega muito rápida nota 10 mais o produto não era oque eu realmente esperava pq no site não falava que era de tecido e não tem compartimentos muito básica deveria ter mais detalhes sobre o,2.0
6836,59.9,18.31,651,5,5,,10.0
6837,259.0,46.31,762,3,5,,20.0
6838,150.0,15.8,2894,1,4,,11.0
6839,36.23,2.27,111,3,2,recebi metade dos produtos,1.0
6840,88.9,17.06,1612,1,4,top,18.0
6841,30.97,10.96,2333,1,3,só deveriam agilizar a entrega o prazo para até 30 dias chegou dentro do prazo demorou 15 dias para entregar,15.0
6842,199.5,5.86,1923,2,5,òtimo,1.0
6843,249.9,18.0,665,5,2,,30.0
6844,82.99,18.52,1012,1,4,,11.0
6845,50.0,11.85,282,1,5,,11.0
6846,42.0,15.1,3726,1,1,,34.0
6847,205.0,27.57,162,5,1,o produto nao chegou e não recebi nenhuma informaçao de quando será entregue o produto,41.0
6848,79.99,33.92,1294,1,3,chegou sujo,28.0
6849,44.9,7.78,589,4,1,,
6850,38.9,14.1,1101,2,5,,15.0
6851,12.0,7.78,1059,6,4,,7.0
6852,129.9,20.15,708,6,5,produto de otima qualidade e a entrega super rapida parabéns como sempre vcs arrasam,7.0
6853,37.4,22.06,1361,3,4,ainda não testei mas veio bem acondicionado,
6854,69.9,17.74,543,2,5,,14.0
6855,125.9,25.23,146,2,5,produto idêntico ao anunciado chegou antes do prazo previsto,11.0
6856,149.5,63.45,751,1,4,,8.0
6857,189.0,13.62,529,4,5,recomendo o produto muito bem feito show,3.0
6858,117.9,9.64,745,3,5,,3.0
6859,1340.0,32.25,3632,4,1,comprei um ultrabook e foi enviado um celular mandei de volta mais o ultrabook até o momento não recebi como fica isso,16.0
6860,229.99,41.6,722,1,5,,9.0
6861,25.0,8.72,420,2,5,entrega antes do prazo tudo ok,3.0
6862,17.0,7.39,578,1,5,,1.0
6863,84.99,18.16,1495,3,4,,10.0
6864,139.9,16.42,154,2,5,chegou 20 dias antes do prazo perfeito,4.0
6865,39.8,23.0,852,1,5,produto chegou rápido e bem embalado,7.0
6866,59.0,23.35,280,3,5,,12.0
6867,44.9,18.41,81,1,5,,3.0
6868,49.9,15.1,1165,1,1,não foi faturada quando comprei mostrou que tinha em estoque fiquei sem o produto não é um bom parceiro para as lannister,
6869,49.99,12.79,1536,2,5,,4.0
6870,42.9,16.11,471,4,3,,12.0
6871,195.9,12.87,465,2,5,eu quero fazer a devolução pq não era o produto que eu queria,7.0
6872,18.0,15.1,853,7,4,,10.0
6873,99.0,14.38,361,4,3,o produto não tem uma boa qualidade e tem um acabamento que deixa a desejar,21.0
6874,29.8,16.11,1313,2,5,luminária linda e de boa qualidade chegou muito antes do prazo e bem embalada,14.0
6875,689.89,22.4,912,2,5,,12.0
6876,199.0,27.86,2066,1,5,,25.0
6877,139.9,19.52,476,2,5,muito obrigado,8.0
6878,139.8,33.48,1221,3,5,hh,12.0
6879,117.8,42.5,799,1,2,só veio a metade do produto,18.0
6880,196.0,17.62,1376,3,3,,5.0
6881,53.99,16.14,663,1,5,,11.0
6882,75.0,20.98,314,1,2,esperaria um produto que não fosse made in china,16.0
6883,49.0,17.67,340,2,4,,20.0
6884,116.9,15.92,190,1,4,,5.0
6885,149.99,57.28,1893,1,4,,18.0
6886,53.7,15.13,467,3,5,,7.0
6887,12.88,18.0,462,1,1,nao foi entregue,
6888,73.9,14.69,883,1,4,,18.0
6889,26.9,11.85,508,1,4,ok loja confiavel,12.0
6890,116.89,9.86,1002,4,3,adoro a loja mas entregaram o produto incompleto fiquei decepcionada,3.0
6891,79.99,15.31,869,1,5,o prazo de entrega e tudo veio em perfeitas ordens o único problema é que o prazo demora mesmo demorou cerca de 14 dias para chegar tirando isso nota dez a todos os envolvidos da venda,14.0
6892,39.9,7.78,830,1,5,,3.0
6893,69.9,16.12,1357,1,5,fiz ótima compra,7.0
6894,59.99,11.73,1243,1,5,muito bom rápido a entrega,6.0
6895,174.5,19.32,116,1,5,tudo conforme o prometido,10.0
6896,45.0,11.85,320,1,5,,7.0
6897,19.8,28.22,520,1,5,,14.0
6898,49.0,7.78,227,4,4,,9.0
6899,12.99,14.1,342,1,1,,
6900,389.99,14.23,531,1,3,recebi o produto dentro do prazo e é lindo a unica coisa chata é q dei de presente e veio sem pilha portanto não funcionou de imediato porém no mais tudo correto,10.0
6901,66.9,17.72,1527,1,5,,6.0
6902,84.9,16.35,1392,1,5,,9.0
6903,89.9,11.83,1299,2,4,,9.0
6904,18.9,22.85,487,4,5,,14.0
6905,78.0,21.35,319,4,4,,8.0
6906,79.0,24.63,314,3,4,,3.0
6907,199.0,12.0,292,1,5,,17.0
6908,43.9,21.18,286,2,4,,6.0
6909,82.9,9.71,1323,6,5,,1.0
6910,69.0,49.76,1666,6,2,está faltando receber um produto pulseira masculina de couro caveira couro legítimo pedra preto 20,4.0
6911,92.0,13.66,312,1,3,produto mal acabado deixa muito a desejar qualidade do tecido ruim,8.0
6912,39.99,15.56,207,11,4,tudo perfeitinho,10.0
6913,116.9,15.92,190,1,5,,4.0
6914,225.0,20.77,1177,6,5,,11.0
6915,29.9,7.71,388,1,5,,4.0
6916,99.99,15.46,1012,1,5,melhor site de compras,13.0
6917,39.5,18.23,403,1,5,,8.0
6918,69.9,15.24,737,1,1,comprei através de uma promoção sendo que comprando uma creatina a outra creatina seria grátis porém isso não aconteceu pois só veio uma creatina,16.0
6919,29.9,18.31,390,1,5,,7.0
6920,95.0,19.36,737,3,5,,18.0
6921,119.8,35.34,340,2,5,otimo,14.0
6922,195.99,8.63,550,1,4,entrega rápida,1.0
6923,124.88,20.06,421,1,3,,6.0
6924,17.5,13.71,121,1,4,veio com um pigente estragado,5.0
6925,72.9,22.83,1238,1,5,,13.0
6926,189.9,46.92,1818,2,4,,20.0
6927,53.99,7.78,334,1,1,,10.0
6928,94.9,38.21,164,2,2,demorou muito a entrega,54.0
6929,129.0,58.76,1893,1,5,gosto muito dessa loja em todos aspectos continuem assim,6.0
6930,75.0,21.02,230,1,5,produto entregue no prazo nada que desabone,16.0
6931,499.99,21.38,1656,3,5,,8.0
6932,175.91,52.69,636,1,3,pedido ainda não foi totalmente entregue continuo aguardando pois ainda não expirou o prazo de entrega,4.0
6933,79.9,7.9,245,1,4,produto muito bom,5.0
6934,39.9,8.79,434,3,5,,2.0
6935,69.9,17.74,200,4,5,super recomendo produto otimo e entrega antes do previsto,15.0
6936,309.9,21.14,392,1,5,,9.0
6937,75.0,14.28,929,3,1,o mp3 player é muito bonito e pequeno contudo o som dele é muito ruim com ruídos e chiados troquei o fone de ouvido pelo da apple mas não mudou nada o problema é na qualidade do produto mesmo,6.0
6938,29.9,8.11,388,1,4,,3.0
6939,79.9,15.31,733,1,5,,11.0
6940,27.93,8.72,1528,1,5,,8.0
6941,53.9,0.0,348,2,4,,12.0
6942,105.0,27.69,747,2,4,,12.0
6943,513.99,48.06,449,1,2,,25.0
6944,90.0,16.26,564,1,4,produto entregue dentro do przo,7.0
6945,249.9,15.5,638,1,5,chegou antes do tempo previsto mercadoria em estado excelente,8.0
6946,89.9,15.38,187,1,1,não recebi o pedido completo veio faltando 1 jogo de toalhas comprei 2 jogos nota fiscal 001689 aguardo solução urgente faltou jogo vermelho fornecedor ibitinga decora aguardo solução urgente,10.0
6947,92.97,23.45,538,1,1,bom dia por favor pode me informar se vcs já me enviaram meu pedido de volta estou no aguardo to precisando dessa mercadoria,23.0
6948,199.8,35.9,189,1,1,já fiz reclamação e até agora não me atenderam paguei por dois jogos de lençol queen veio na nota 2 mas só embalaram e enviaram 1 jogo,5.0
6949,14.49,10.4,816,1,5,entrega rápida,1.0
6950,69.9,0.0,903,6,4,,7.0
6951,89.9,16.26,245,1,5,super macia adorei recomendo sim,4.0
6952,11.9,16.79,508,2,4,,10.0
6953,31.9,14.1,1101,1,2,fiquei decepcionada qd abir o embrulho e vi que não era a cor que escolhi,24.0
6954,44.8,9.09,479,1,4,produto comprado entregue dentro do prazo e sem nenhum contratempo,2.0
6955,19.9,25.63,100,4,4,,13.0
6956,180.0,16.7,1153,4,3,quero devolver o produto porque não supre as minhas necessidades tenho metal no corpo e nao posso usar,14.0
6957,359.99,14.02,2010,2,4,,7.0
6958,80.9,13.15,245,5,5,vale apena comprar aqui seu produto chega rápido,3.0
6959,230.0,26.59,756,1,5,produto bem acabado,7.0
6960,60.0,8.79,565,1,5,recomendo,4.0
6961,139.9,44.86,226,1,2,fiz um pedido com dois perfumes mas so foi entregue um produto,13.0
6962,54.9,14.13,499,6,5,,8.0
6963,104.99,13.75,394,2,5,,20.0
6964,109.9,23.84,273,1,5,,8.0
6965,15.99,16.11,446,1,5,,12.0
6966,35.7,7.99,1799,3,5,,9.0
6967,79.0,7.83,262,5,5,,3.0
6968,27.0,7.78,613,1,5,,3.0
6969,26.99,8.72,400,3,5,,5.0
6970,48.9,16.11,396,3,5,adorei o produto,17.0
6971,249.8,45.6,2290,1,1,recebi um produto falsificado,15.0
6972,160.0,15.87,1745,2,5,muito bom,12.0
6973,86.9,21.1,245,1,4,produto lindo entrega antes do prazo recomendo,8.0
6974,199.9,26.24,1818,2,5,,14.0
6975,15.0,15.1,114,2,4,,21.0
6976,99.9,12.4,273,1,4,,5.0
6977,52.64,16.81,625,2,4,,34.0
6978,39.0,16.4,351,1,5,,11.0
6979,229.9,4.69,537,1,1,não recebi os produtos nem a nota fiscal além de não conseguir atendimento por telefone,6.0
6980,169.99,21.68,903,1,1,muito bom,10.0
6981,39.99,11.85,161,2,2,produto entregue fora do praso devido a falhas do correio entregue em 18 03 obrigado,19.0
6982,105.9,16.5,1270,1,2,bom,9.0
6983,16.9,15.23,433,1,5,,7.0
6984,199.9,25.53,317,3,5,,12.0
6985,87.8,17.05,411,1,4,satisfeito com o atendimento,20.0
6986,29.0,7.78,167,3,5,foi muito mais rápido do que o esperado recomendo,1.0
6987,49.0,15.23,110,3,4,,25.0
6988,49.99,19.84,1339,1,4,,16.0
6989,115.0,21.26,724,1,4,,16.0
6990,46.99,14.08,414,1,3,,10.0
6991,49.9,17.6,341,2,5,super indico,13.0
6992,229.99,21.1,1001,1,5,ótimo produto de qualidade entrega antes do prazo superou as expectativas super recomendo,13.0
6993,58.9,14.13,799,1,5,recebi dentro do prazo,5.0
6994,159.9,21.52,867,1,5,,11.0
6995,34.9,14.1,531,4,5,,7.0
6996,49.95,18.45,212,2,4,,10.0
6997,32.0,19.41,529,4,4,,7.0
6998,59.9,18.52,990,5,5,entregue antes do prazo prometido,3.0
6999,119.0,17.96,361,4,5,,5.0
7000,9.99,12.79,267,1,5,,5.0
7001,55.0,11.15,1216,6,5,,1.0
7002,59.9,19.01,2111,1,5,,9.0
7003,31.49,15.1,3847,5,3,,14.0
7004,398.0,32.2,388,2,4,,11.0
7005,184.9,14.41,234,1,4,,4.0
7006,40.0,18.38,677,1,5,,5.0
7007,239.9,78.44,511,2,3,não recebi o produto,12.0
7008,28.9,22.85,718,2,1,eu escolhi o produto de uma cor e ele veio de outra cor,22.0
7009,45.89,20.4,606,3,3,,16.0
7010,34.9,8.72,1251,2,5,,6.0
7011,129.9,18.16,712,1,5,,1.0
7012,39.99,15.1,161,2,4,bom produto,17.0
7013,49.0,15.1,93,7,4,,8.0
7014,33.9,8.99,569,5,5,tudo perfeito prazo exato e produto de acordo com minha expectativa,4.0
7015,173.0,19.09,721,2,2,demorada a entrega e fora do prazo lamento mais tenho que falar estou aguardando até agora e espero recebe lo,32.0
7016,105.0,21.57,60,1,3,,7.0
7017,149.9,16.81,518,1,4,,21.0
7018,87.98,19.48,263,3,5,mercadoria recebida em perfeito estado antes do prazo estipulado,6.0
7019,189.9,17.09,132,1,5,produto original muito bom,14.0
7020,25.0,14.1,84,3,3,,5.0
7021,35.0,7.78,110,1,3,,
7022,27.0,14.11,1304,1,5,gostei muito a loja até me mandou uma caneta de brinde,7.0
7023,79.9,16.32,179,1,5,muito boa,8.0
7024,13.99,7.39,542,5,5,,5.0
7025,199.9,18.65,409,1,3,,18.0
7026,649.0,19.64,2141,1,5,,6.0
7027,74.9,13.35,554,2,5,,5.0
7028,79.9,7.42,220,2,5,,1.0
7029,49.0,11.85,2910,1,4,,5.0
7030,88.34,16.25,955,7,5,,6.0
7031,99.99,28.89,1893,1,5,,11.0
7032,205.0,22.27,162,5,5,produto superou minhas expectativas ótimo acabamento lindo super recomendo,9.0
7033,54.99,13.97,362,1,5,,2.0
7034,65.61,16.79,1845,5,4,,4.0
7035,69.9,0.0,903,6,5,nota 10,17.0
7036,94.9,11.29,504,1,5,,6.0
7037,127.0,26.17,1120,1,5,,16.0
7038,29.9,15.1,375,6,5,entrega antes do prazo estimado ficou muito linda no pézinho do meu filho,12.0
7039,299.9,44.18,2137,1,5,,6.0
7040,25.49,15.23,123,1,5,produto chegou bem embalado infelizmente comprei o produto errado vou fazer contato com o vendedor para tentar trocar o produto,7.0
7041,99.9,12.83,392,4,5,,9.0
7042,19.0,8.11,609,1,1,mais de mês que comprei e não tive nenhum retorno,
7043,59.9,13.44,438,1,5,beleza não tenho o que reclamar da loja tudo que comprei até agora deu certo recomendo para qualquer pessoa que queira comprar,13.0
7044,123.0,51.36,617,3,1,,
7045,39.99,25.63,198,2,4,,18.0
7046,99.0,21.18,507,1,5,,11.0
7047,105.0,25.18,60,1,5,,14.0
7048,85.0,40.46,1023,2,1,por favor eu já registrei há 48 horas atrás que não recebi a capa para colchão anti ácaro quemm da allergic center feita neste pedido recebi apenas as capas de travesseiro obs tel 9 8487 0788,3.0
7049,49.9,14.1,990,4,5,rápido e era o que eu esperava realmente,12.0
7050,120.0,16.6,1236,2,5,,4.0
7051,44.9,15.1,589,4,5,,10.0
7052,119.98,15.6,1306,1,4,produto muito bom porém a loja encaminhou o produto via correios e tive que buscar na agência nesse caso não sei se é um problema da loja ou dos correios mas o consumidor que sai no prejuízo,5.0
7053,102.9,17.97,444,1,5,,7.0
7054,2690.0,44.11,3564,1,1,,17.0
7055,265.0,75.81,270,5,5,,10.0
7056,136.0,14.72,413,1,5,,7.0
7057,32.9,13.47,614,1,5,,11.0
7058,99.9,16.95,1292,7,5,muitas chegou antes do prazo,5.0
7059,59.9,11.81,199,6,5,cortina bonita e exatamente o que esperava,10.0
7060,59.9,18.31,651,5,4,,5.0
7061,117.3,26.96,570,1,5,,25.0
7062,34.99,7.78,575,1,1,,3.0
7063,205.0,22.27,162,5,4,excelente,12.0
7064,41.9,10.96,1932,1,4,tudo certinho recomendo,7.0
7065,52.9,12.5,3947,1,5,,4.0
7066,119.7,42.3,390,1,3,só recebí até agora 02 pçs eu comprei 03 três entregaram uma e depois a outra está faltando outra e vou mudar de endereço dia 30 08,10.0
7067,199.0,17.15,674,1,4,,11.0
7068,129.9,9.1,880,2,3,eu recebi o produto entretanto o wireless do controle fica oscilando e ele funciona melhor somente ligado diretamente no xbox,3.0
7069,38.26,17.6,396,1,1,,18.0
7070,11.79,7.78,361,2,4,,3.0
7071,91.77,9.69,553,1,1,comprei 2 produtos e só foi entregue 1 achei que o correio tivesse perdido meu pedido porém me mostraram que apenas um foi postado no código que consta no site,15.0
7072,249.0,18.99,1014,1,1,preciso resolver meu problema,47.0
7073,103.9,11.35,390,7,5,produto de qualidade excelência no processo de compra,5.0
7074,59.9,15.17,89,1,5,,16.0
7075,659.99,25.42,625,1,5,,13.0
7076,155.97,19.19,1326,6,3,efetuei a compra de um relógio cássio de acordo com a descrição do produto e a foto porem o relógio que chegou é completamente diferente do que eu efetuei a compra achei falta de respeito comigo,16.0
7077,179.99,45.72,2188,2,4,,18.0
7078,312.6,43.16,1063,2,3,produto bom só não pode colocar muita roupa,11.0
7079,164.9,14.17,281,1,5,gosto do atendimento targaryen,6.0
7080,149.96,31.79,954,1,1,produto chegou mal embalado e com características de produto usado toda a parte branca está suja e danificada,19.0
7081,144.0,18.89,1873,1,5,,22.0
7082,49.8,16.54,1070,1,5,,1.0
7083,315.0,24.79,738,5,5,,8.0
7084,18.9,14.1,365,13,5,,16.0
7085,129.9,43.32,1216,5,2,,
7086,119.0,21.32,1076,3,5,encomenda entregue antes do prazo excelente,18.0
7087,145.8,28.52,642,4,5,,6.0
7088,59.9,12.76,249,3,5,,6.0
7089,189.99,10.32,613,5,5,entregue antes do prazo previsto,6.0
7090,99.9,21.19,218,2,4,,15.0
7091,349.9,75.17,2161,1,1,não recebi o produto correio alegou endereço incorreto e não houve tentativa de entrega,79.0
7092,14.9,12.48,86,1,4,gostei do serviço recomendo só não chegou no prazo mas com 2 dias de diferença porem aceitável,14.0
7093,119.8,42.4,366,2,4,,12.0
7094,88.9,34.42,1612,1,5,,9.0
7095,32.99,7.49,655,2,4,,2.0
7096,95.0,20.16,625,8,5,,5.0
7097,143.99,13.35,1343,4,1,,27.0
7098,159.0,25.52,500,1,1,pode ter ocorrido falha no sistema mas até a presente data meu produto não foi entregue embora conste o contrário no sistema de rastreamento,3.0
7099,233.35,22.12,273,1,5,,10.0
7100,39.0,16.11,53,3,5,,20.0
7101,59.49,13.54,669,3,5,,7.0
7102,89.9,17.88,187,1,1,,21.0
7103,19.99,16.79,869,1,4,,9.0
7104,69.9,18.59,419,5,4,,3.0
7105,84.0,12.72,694,1,3,,12.0
7106,180.0,14.87,162,5,5,tapete muito bonito peludo grande pena que não foto está marrom claro e veio um marrom bem escuro quase preto e os pelos tem bastante brilho,1.0
7107,89.9,19.22,1287,7,2,faltou um pé plástico de fixação do moedor de carne já entrei em contato com o stark mas não obtive retorno estou no aguardo,13.0
7108,99.8,14.45,1063,2,5,,11.0
7109,13.99,14.1,954,1,3,,3.0
7110,16.99,12.48,176,2,5,,6.0
7111,1299.0,33.58,662,2,5,,15.0
7112,173.25,12.71,136,1,5,,6.0
7113,24.89,15.23,53,1,4,,23.0
7114,146.01,19.12,514,2,5,,9.0
7115,73.35,15.72,220,7,5,otima compra recomendo,13.0
7116,298.0,65.24,339,1,5,ótimo,7.0
7117,55.0,7.78,112,2,2,gostei atendeu minhas expectativas,5.0
7118,36.9,12.69,1016,1,5,,8.0
7119,21.73,16.05,493,1,5,,9.0
7120,70.9,16.94,661,4,5,lannister sempre foi um exemplo de qualidade,27.0
7121,49.9,19.74,721,2,5,,2.0
7122,31.9,15.23,1080,2,4,precisod o meu produto pois efetuei o pagamento,32.0
7123,38.9,14.1,886,5,5,,25.0
7124,24.9,14.1,56,1,5,,11.0
7125,148.9,18.29,545,1,4,minha mãe gostou muito das panelas,18.0
7126,118.7,18.93,190,1,5,,5.0
7127,32.9,7.56,1031,1,3,,4.0
7128,49.9,17.6,348,2,4,quanto ao produto não tive problemas porém solicitei o cancelamento da compra antes de gerar nfe pois demoraria muito e o sistema da lannister depois de 2 semana simplesmente sumiu minha solicitaç,24.0
7129,1390.0,27.62,471,1,5,,8.0
7130,38.9,50.99,1101,2,4,adorei a minha pasta multi uso chegou rapido,14.0
7131,49.9,15.1,1045,3,5,,16.0
7132,29.99,9.09,367,6,1,não gostei,5.0
7133,29.5,14.52,207,2,4,,10.0
7134,38.4,9.34,830,1,4,,3.0
7135,214.0,29.9,782,1,5,gostei muito do produto so nao gostei pq ele nao veio numa caixa pra guarda ele veio foi numa bolsa se nao fosse tinha gostando muito,18.0
7136,59.8,0.17,257,1,3,foi bom obrigado,4.0
7137,79.0,14.72,824,1,4,,14.0
7138,4.2,11.85,166,1,1,nem tentaram entregar o produto pois os dias e horários que constam no sistema eu estava em casa além de não terem deixado nenhum comunicado na caixa dos correios de meu prédio inf tentativa entrega,18.0
7139,159.9,14.91,244,1,5,,10.0
7140,55.0,17.67,336,4,1,já fazem mais de 30 dias que fiz a compra e não recebi o produto inclusive já paguei a fatura estou no aguardo do produto ainda caso ainda haja entrega aguardo um retorno e posicionamento da loja,
7141,159.9,29.52,644,5,3,produto poderia ser melhor,14.0
7142,58.99,18.87,492,2,1,,28.0
7143,19.99,17.63,575,1,5,apesar dos contratempos sobre o site dos correios não informar o trajeto do produto tudo foi conforme o planejado e entregue dentro do prazo estabelecido,20.0
7144,35.0,7.78,587,2,5,,2.0
7145,15.3,14.1,299,1,1,,41.0
7146,89.18,8.98,1226,1,5,,2.0
7147,212.0,19.36,1077,1,5,entrega antes do prazo porém ainda não testei o produto obrigado,7.0
7148,120.0,17.55,353,1,4,tudo certo com a compra,9.0
7149,44.9,16.11,768,4,3,so tenho uma coisas a fala sobre o produto fui enganado pq falaram que o carro tinha 7 funções e so tem quatro eo brinquedo não vale um real pq não durou uma hora e já quebro ver se não engane mai,14.0
7150,59.9,16.67,799,1,3,,7.0
7151,36.9,18.23,1961,1,4,,14.0
7152,99.9,20.19,236,2,5,,8.0
7153,109.9,12.9,589,1,5,,14.0
7154,21.99,15.1,1311,2,1,,26.0
7155,55.0,27.48,324,5,3,,11.0
7156,129.99,14.66,3272,2,5,foi maravilhosa minha experiência com a loja chegou bem antes da data prevista não teria como ficar mais contente muito obrigada,5.0
7157,93.99,22.73,2339,4,5,,7.0
7158,14.5,8.72,351,1,5,produto perfeito e entregue no prazo,6.0
7159,18.99,11.53,660,1,3,,21.0
7160,23.9,10.96,1271,5,5,,5.0
7161,79.9,7.82,3911,1,5,,4.0
7162,9.99,7.39,1320,1,5,,3.0
7163,169.0,18.9,1988,3,5,,1.0
7164,97.9,21.18,2020,1,5,,10.0
7165,29.99,15.11,1078,1,5,tudo ok com produto e entrega,9.0
7166,95.0,34.04,274,1,5,,12.0
7167,68.99,18.58,556,1,4,dentro do anunciado produto e entrega com qualidade,9.0
7168,135.9,16.16,1440,3,3,o tempo de entrega poderia ser mais curto,20.0
7169,49.0,13.0,835,5,5,,9.0
7170,146.99,46.52,989,1,5,,15.0
7171,336.0,30.75,3707,1,5,,9.0
7172,155.0,14.86,611,1,5,recomendo a loja produto entregue correto e antes do prazo,7.0
7173,49.9,25.63,190,1,3,,16.0
7174,119.99,18.0,1516,2,5,,7.0
7175,169.99,32.63,903,1,3,,21.0
7176,119.5,18.72,285,1,5,time amercanas campeã,16.0
7177,150.0,30.56,673,1,5,,15.0
7178,54.16,32.83,476,5,5,adorei o kit é perfeito,16.0
7179,71.0,13.52,808,1,3,o produto parece ser de boa qualidade mas um dos potes pequenos veio com um furo no meio,14.0
7180,229.9,29.92,1151,8,5,chegou antes do esperado e tudo certo,7.0
7181,219.0,28.55,419,3,5,produto otimo,7.0
7182,65.0,14.2,430,5,1,produto com defeito e sem retorno de baratheon,6.0
7183,29.0,7.39,167,2,4,,1.0
7184,25.9,3.55,114,1,4,,6.0
7185,108.0,15.56,471,1,5,produtoentregue no prazo e amei a qualidade,7.0
7186,105.0,23.66,747,2,5,,9.0
7187,169.99,15.94,586,3,4,rapidez na entrega,2.0
7188,180.0,24.24,594,1,5,a empresa super eficiente desde a compra ao envio e entrega recomendo,1.0
7189,179.0,31.09,2063,4,5,so nao estou satisfeita esta demorando resolver meu poblema,
7190,99.9,12.4,188,1,5,,5.0
7191,59.9,22.74,1266,3,5,,12.0
7192,109.99,11.39,3189,7,5,,3.0
7193,59.9,17.16,799,1,4,recebi o esperado e dentro do prazo,6.0
7194,92.99,14.82,2751,1,4,ótima loja produto entregue bem antes do prazo,13.0
7195,183.37,19.52,1177,1,3,entregue no prazo,13.0
7196,82.4,15.98,490,2,5,,7.0
7197,173.0,23.79,255,1,4,quero dizer que o material que recebi foi a cortina de 2m e não a de 3m conforme me foi informado segundo os srs gostaria de trocar a cortina de 2m que me foi enviada para uma de 3m qual,14.0
7198,132.0,34.46,2918,1,4,,4.0
7199,44.55,11.74,297,2,5,,8.0
7200,19.9,12.48,390,1,4,,7.0
7201,29.9,7.47,388,1,5,muito satisfeito a minha mulher adorou,7.0
7202,169.99,22.03,903,1,4,,23.0
7203,49.9,17.6,341,2,5,ótimo custo benefício,17.0
7204,29.99,18.31,197,5,4,,8.0
7205,29.9,7.47,388,1,5,,2.0
7206,75.0,19.5,580,2,4,,17.0
7207,65.0,16.89,1465,1,5,,8.0
7208,49.0,15.23,312,4,1,dessa vez a culpa foi dos correios ele se atrasaram deve ser a tal greve deles,40.0
7209,24.9,10.96,361,3,4,,7.0
7210,29.7,11.85,75,1,4,,11.0
7211,178.0,75.84,450,1,5,produto entregue em perfeito estado e bem antes do prazo estipulado pra a entrega,5.0
7212,69.9,12.83,536,1,1,comprei a cortina so que veio faltando o varão na especificação viria o varão so que não veio então fui enganado não recomendaria esse vendedor,8.0
7213,39.99,16.79,138,1,3,,27.0
7214,39.9,22.04,348,5,3,foi entregue apenas o calar em 02 07 2017 não recebi a pulseira até esta data,3.0
7215,88.34,24.83,955,7,5,,11.0
7216,64.9,14.21,1176,1,5,,9.0
7217,859.0,74.92,1582,1,5,muito bem embalada e entregue no prazo adorei,13.0
7218,45.0,2.99,83,2,5,,15.0
7219,169.99,36.85,1350,1,3,,25.0
7220,139.0,16.73,1777,10,4,,11.0
7221,149.99,14.07,839,1,5,,12.0
7222,179.98,33.64,1026,1,5,,5.0
7223,98.9,13.71,411,1,2,,11.0
7224,115.8,18.68,580,3,5,fiquei muito satisfeita com o produto e com a rapidez da entrega,6.0
7225,59.9,16.12,1726,5,5,,4.0
7226,169.9,19.07,1360,1,5,,17.0
7227,60.0,15.17,615,3,3,não chegou e eu desisti da compra,
7228,150.0,26.16,903,6,5,adorei quem compra não irá se arrepender muito bom,2.0
7229,153.98,72.4,1089,1,1,fiz o pedido de duas cadeiras sendo que somente chegou uma e ainda faltando os parafusos para montagem absurdo com o consumidor,18.0
7230,149.9,33.5,2400,2,1,já passou do prazo previsto e o produto não chegou não recebi nenhuma notificação da loja explicando o motivo do atraso não recomendo,38.0
7231,1050.0,358.3,554,1,5,,30.0
7232,53.9,13.46,366,2,4,,4.0
7233,51.9,8.11,170,2,4,,2.0
7234,199.0,17.64,330,1,5,bolsa linda e material muito bom fiquei muito satisfeita super recomendo,11.0
7235,199.0,21.88,514,2,5,,9.0
7236,112.33,21.19,707,4,5,,9.0
7237,149.99,17.3,405,2,5,amei o prazo de entrega e o cuidado com o produto bem embalado lannister como sempre arrasa,13.0
7238,59.98,28.2,661,5,4,o produto foi entregue no prazo e tem boa qualidade,7.0
7239,66.9,13.05,1397,1,5,produtos maravilhosos,10.0
7240,290.0,47.18,326,2,5,só não achei justo ter que pagar dois fretes pra mesmo local porque comprei dois produtos,7.0
7241,330.0,21.22,2644,6,5,,10.0
7242,64.5,15.89,273,5,4,,22.0
7243,32.99,7.78,286,3,5,,7.0
7244,25.99,14.52,275,4,3,entrega no prazo,10.0
7245,151.0,11.21,2894,1,5,,9.0
7246,17.9,16.79,126,1,4,,15.0
7247,492.04,18.65,536,3,5,,8.0
7248,129.99,12.11,1987,1,5,,5.0
7249,76.8,32.22,831,1,3,faltou um produto somente um foi entregue,12.0
7250,39.7,17.6,604,2,5,,7.0
7251,39.0,15.1,1186,5,2,,13.0
7252,28.9,25.63,220,2,2,,21.0
7253,329.2,28.84,1114,4,3,,16.0
7254,15.5,15.1,108,4,5,,11.0
7255,18.9,16.79,476,1,4,,24.0
7256,44.9,7.78,589,4,5,excelente trabalho do stark,5.0
7257,137.9,2.71,241,6,5,produto entregue conforme características descritas na metade do prazo proposto,4.0
7258,568.0,16.42,1656,3,4,,11.0
7259,110.0,20.27,500,1,5,,13.0
7260,56.97,10.6,919,1,5,,4.0
7261,149.0,15.79,508,7,5,lindo relógio ótima qualidade entrega super rápida estou muito satisfeito,6.0
7262,99.9,17.95,465,1,2,na foto era bem mais peludo,9.0
